Community,Species,Video file name,Camera trap name,Days since camera trap was installed,Classifier,Date (mm/dd/yy),Time (hh:mm),# individuals,Primary Behavior (what behavior they exhibited the most),Notes
A,Odocoileus virginianus,B1_IMG_0025,B1,2,Sankalp,10/11/25,18:12,1,Walking,
A,Odocoileus virginianus,B1_IMG_0026,B1,2,Sankalp,10/11/25,21:15,1,Walking,
A,Odocoileus virginianus,B1_IMG_0027,B1,2,Sankalp,10/11/25,22:29,1,Vigilant,
A,Vulpes vulpes,B1_IMG_0029,B1,3,Sankalp,10/12/25,3:53,1,Walking,
A,Odocoileus virginianus,B1_IMG_0030,B1,3,Sankalp,10/12/25,3:56,1,Walking,
A,Odocoileus virginianus,B1_IMG_0031,B1,3,Sankalp,10/12/25,7:02,2,Walking,
A,Odocoileus virginianus,B1_IMG_0032,B1,3,Sankalp,10/12/25,7:30,1,Running,
A,Odocoileus virginianus,B1_IMG_0033,B1,3,Sankalp,10/12/25,7:33,1,Running,
A,Sciurus carolinensis,B1_IMG_0035,B1,3,Sankalp,10/12/25,8:26,1,Foraging,
A,Sciurus carolinensis,B1_IMG_0036,B1,3,Sankalp,10/12/25,13:07,1,Foraging,
A,Sciurus carolinensis,B1_IMG_0037,B1,3,Sankalp,10/12/25,13:10,1,Foraging,
A,Sciurus carolinensis,B1_IMG_0038,B1,3,Sankalp,10/12/25,15:04,1,Foraging,
A,Sciurus carolinensis,B1_IMG_0039,B1,3,Sankalp,10/12/25,15:38,1,Walking,
A,Sciurus carolinensis,B1_IMG_0040,B1,3,Sankalp,10/12/25,16:53,1,Walking,
A,Odocoileus virginianus,B1_IMG_0041,B1,4,Sankalp,10/13/25,8:48,1,Walking,
A,Sciurus carolinensis,B1_IMG_0042,B1,4,Sankalp,10/13/25,15:36,1,Walking,
A,Sciurus carolinensis,B1_IMG_0043,B1,4,Sankalp,10/13/25,16:18,1,Walking,
A,Odocoileus virginianus,B1_IMG_0046,B1,5,Ellie,10/14/25,11:22,1,Running,
A,Sciurus carolinensis,B1_IMG_0048,B1,5,Ellie,10/14/25,13:46,1,Foraging,
A,Sciurus carolinensis,B1_IMG_0049,B1,5,Ellie,10/14/25,13:50,1,Foraging,
A,Sciurus carolinensis,B1_IMG_0050,B1,5,Ellie,10/14/25,15:16,1,Foraging,
A,Sciurus carolinensis,B1_IMG_0051,B1,5,Ellie,10/14/25,15:33,1,Foraging,
A,Sciurus carolinensis,B1_IMG_0052,B1,5,Ellie,10/14/25,15:36,1,Running,
A,Sciurus carolinensis,B1_IMG_0053,B1,5,Ellie,10/14/25,15:44,1,Vigilant,
A,Odocoileus virginianus,B1_IMG_0054,B1,5,Ellie,10/14/25,17:41,1,Resting,
A,Didelphis virginiana,B1_IMG_0055,B1,5,Ellie,10/14/25,22:04,1,Walking,
A,Sciurus carolinensis,B1_IMG_0058,B1,6,Ellie,10/15/25,9:39,1,Foraging,
A,Sciurus carolinensis,B1_IMG_0059,B1,6,Ellie,10/15/25,10:02,1,Foraging,
A,Sciurus carolinensis,B1_IMG_0060,B1,6,Ellie,10/15/25,10:15,1,Running,
A,Sciurus carolinensis,B1_IMG_0062,B1,6,Ellie,10/15/25,11:05,1,Foraging,
A,Odocoileus virginianus,B1_IMG_0063,B1,6,Ellie,10/15/25,12:42,1,Walking,
A,Sciurus carolinensis,B1_IMG_0064,B1,6,Ellie,10/15/25,12:49,1,Walking,
A,Odocoileus virginianus,B1_IMG_0065,B1,6,Ellie,10/15/25,12:58,1,Walking,
A,Sciurus carolinensis,B1_IMG_0066,B1,6,Ellie,10/15/25,13:55,1,Walking,
A,Odocoileus virginianus,B1_IMG_0067,B1,6,Ellie,10/15/25,14:28,1,Walking,
A,Sciurus carolinensis,B1_IMG_0068,B1,6,Ellie,10/15/25,15:09,1,Foraging,
A,Sciurus carolinensis,B1_IMG_0069,B1,6,Ellie,10/15/25,15:14,1,Foraging,
A,Odocoileus virginianus,B1_IMG_0070,B1,6,Ellie,10/15/25,17:31,1,Vigilant,
A,Procyon lotor,B1_IMG_0071,B1,6,Ellie,10/15/25,22:53,1,Walking,
A,Sciurus carolinensis,B1_IMG_0127,B1,11,Ariel Chen,10/20/25,9:11,1,Foraging,
A,Odocoileus virginianus,B1_IMG_0124,B1,11,Ariel Chen,10/20/25,1:53,1,Vigilant,
A,Odocoileus virginianus,B1_IMG_0123,B1,10,Ariel Chen,10/19/25,23:23,1,Foraging,
A,Odocoileus virginianus,B1_IMG_0122,B1,10,Ariel Chen,10/19/25,23:06,1,Foraging,
A,Sciurus carolinensis,B1_IMG_0121,B1,10,Ariel Chen,10/19/25,17:53,1,Foraging,
A,Sciurus carolinensis,B1_IMG_0118,B1,10,Ariel Chen,10/19/25,14:37,1,Walking,
A,Sciurus carolinensis,B1_IMG_0117,B1,10,Ariel Chen,10/19/25,14:31,1,Walking,
A,Tamias striatus,B1_IMG_0116,B1,10,Ariel Chen,10/19/25,13:32,1,Running,
A,Tamias striatus,B1_IMG_0115,B1,10,Ariel Chen,10/19/25,13:29,1,Running,
A,Sciurus carolinensis,B1_IMG_0114,B1,10,Ariel Chen,10/19/25,10:50,1,Foraging,
A,Odocoileus virginianus,B1_IMG_0113,B1,10,Ariel Chen,10/19/25,8:34,1,Walking,
A,Odocoileus virginianus,B1_IMG_0112,B1,10,Ariel Chen,10/19/25,8:22,1,Walking,
A,Odocoileus virginianus,B1_IMG_0111,B1,10,Ariel Chen,10/19/25,8:09,1,Pooping,
A,Odocoileus virginianus,B1_IMG_0110,B1,10,Ariel Chen,10/19/25,7:12,1,NA,Playing; fawn is going on its hindlegs
A,Odocoileus virginianus,B1_IMG_0109,B1,10,Ariel Chen,10/19/25,12:36,1,Walking,
A,Odocoileus virginianus,B1_IMG_0108,B1,10,Ariel Chen,10/19/25,12:34,1,Foraging,
A,Sciurus carolinensis,B1_IMG_0106,B1,9,Ariel Chen,10/18/25,15:36,1,Walking,
A,Tamias striatus,B1_IMG_0104,B1,9,Ariel Chen,10/18/25,14:53,1,Running,
A,Sciurus carolinensis,B1_IMG_0103,B1,9,Ariel Chen,10/18/25,14:50,1,Foraging,
A,Tamias striatus,B1_IMG_0101,B1,9,Ariel Chen,10/18/25,14:01,1,Running,
A,Sciurus carolinensis,B1_IMG_0100,B1,9,Ariel Chen,10/18/25,13:55,1,Foraging,
A,Sciurus carolinensis,B1_IMG_0099,B1,9,Ariel Chen,10/18/25,10:14,1,Running,
A,Odocoileus virginianus,B1_IMG_0098,B1,9,Ariel Chen,10/18/25,12:40,1,Walking,
A,Vulpes vulpes,B1_IMG_0097,B1,9,Ariel Chen,10/18/25,12:04,1,Walking,
A,Didelphis virginiana,B1_IMG_0096,B1,8,Ariel Chen,10/17/25,19:35,1,Walking,
A,Odocoileus virginianus,B1_IMG_0095,B1,8,Ariel Chen,10/17/25,18:04,1,Foraging,
A,Odocoileus virginianus,B1_IMG_0094,B1,8,Ariel Chen,10/17/25,17:58,1,Walking,
A,Odocoileus virginianus,B1_IMG_0092,B1,8,Ariel Chen,10/17/25,17:49,1,Vigilant,
A,Odocoileus virginianus,B1_IMG_0091,B1,8,Ariel Chen,10/17/25,17:47,1,Vigilant,
A,Odocoileus virginianus,B1_IMG_0090,B1,8,Ariel Chen,10/17/25,17:45,1,Vigilant,
A,Sciurus carolinensis,B1_IMG_0089,B1,8,Ariel Chen,10/17/25,17:02,1,Foraging,
A,Sciurus carolinensis,B1_IMG_0086,B1,8,Ariel Chen,10/17/25,13:09,1,Running,
A,Sciurus carolinensis,B1_IMG_0085,B1,8,Ariel Chen,10/17/25,12:31,1,Running,
A,Odocoileus virginianus,B1_IMG_0083,B1,8,Ariel Chen,10/17/25,12:11,1,Walking,
A,Sciurus carolinensis,B1_IMG_0081,B1,7,Ariel Chen,10/16/25,18:04,1,Walking,
A,Odocoileus virginianus,B1_IMG_0080,B1,7,Ariel Chen,10/16/25,17:58,1,NA,Playing; fawn is going on its hindlegs
A,Odocoileus virginianus,B1_IMG_0079,B1,7,Ariel Chen,10/16/25,17:56,1,NA,Playing; fawn is going on its hindlegs
A,Odocoileus virginianus,B1_IMG_0078,B1,7,Ariel Chen,10/16/25,15:09,1,Foraging,Leaf decorations around its antlers!
A,Sciurus carolinensis,B1_IMG_0077,B1,7,Ariel Chen,10/16/25,15:00,1,Running,
A,Sciurus carolinensis,B1_IMG_0076,B1,7,Ariel Chen,10/16/25,14:54,1,Running,
A,Sciurus carolinensis,B1_IMG_0075,B1,7,Ariel Chen,10/16/25,7:27,1,Running,
A,Vulpes vulpes,B1_IMG_0074,B1,7,Ariel Chen,10/16/25,4:44,1,Walking,
A,Odocoileus virginianus,B1_IMG_0073,B1,7,Ariel Chen,10/16/25,4:25,1,Walking,
A,Sciurus carolinensis,A1_IMG_0001,A1,0,Reuben,10/10/25,16:38,1,Foraging,
A,Sciurus carolinensis,A1_IMG_0002,A1,1,Reuben,10/11/25,7:08,1,Walking,
A,Sciurus carolinensis,A1_IMG_0003,A1,1,Reuben,10/11/25,7:24,1,Walking,
A,Odocoileus virginianus,A1_IMG_0005,A1,2,Reuben,10/12/25,1:06,1,Walking,
A,Odocoileus virginianus,A1_IMG_0006,A1,2,Reuben,10/12/25,1:15,1,Walking,
A,Odocoileus virginianus,A1_IMG_0008,A1,2,Reuben,10/12/25,7:32,1,Foraging,
A,Odocoileus virginianus,A1_IMG_0009,A1,2,Reuben,10/12/25,7:35,1,Walking,
A,Sciurus carolinensis,A1_IMG_0010,A1,2,Reuben,10/12/25,13:45,1,Vigilant,
A,Odocoileus virginianus,A1_IMG_0011,A1,2,Reuben,10/12/25,16:47,1,Walking,
A,Odocoileus virginianus,A1_IMG_0012,A1,3,Reuben,10/13/25,0:44,1,Walking,
A,Sciurus carolinensis,A1_IMG_0013,A1,3,Reuben,10/13/25,9:47,2,Running,
A,Sciurus carolinensis,A1_IMG_0017,A1,4,Reuben,10/14/25,17:38,1,Foraging,
A,Sciurus carolinensis,A1_IMG_0018,A1,4,Reuben,10/14/25,17:44,1,Walking,
A,Sciurus carolinensis,A1_IMG_0019,A1,4,Reuben,10/14/25,17:49,1,Foraging,
A,Odocoileus virginianus,A1_IMG_0021,A1,5,Reuben,10/15/25,9:21,1,Foraging,
A,Odocoileus virginianus,A1_IMG_0022,A1,5,Reuben,10/15/25,12:48,1,Foraging,
A,Odocoileus virginianus,A1_IMG_0023,A1,5,Reuben,10/15/25,13:01,1,Walking,
A,Odocoileus virginianus,A1_IMG_0024,A1,5,Reuben,10/15/25,17:57,1,Walking,
A,Sciurus carolinensis,A1_IMG_0025,A1,6,Reuben,10/16/25,7:17,1,Foraging,
A,Sciurus carolinensis,A1_IMG_0026,A1,6,Reuben,10/16/25,8:46,2,Walking,
A,Odocoileus virginianus,A1_IMG_0027,A1,6,Reuben,10/16/25,10:05,1,Walking,
A,Sciurus carolinensis,A1_IMG_0028,A1,6,Reuben,10/16/25,18:02,1,Running,
A,Sciurus carolinensis,A1_IMG_0030,A1,7,Reuben,10/17/25,17:19,1,Foraging,
A,Odocoileus virginianus,A1_IMG_0032,A1,8,Reuben,10/18/25,9:13,1,Walking,
A,Sciurus carolinensis,A1_IMG_0033,A1,8,Reuben,10/18/25,12:10,1,Vigilant,
A,Odocoileus virginianus,A1_IMG_0034,A1,8,Reuben,10/18/25,12:48,1,Running,
A,Odocoileus virginianus,A1_IMG_0036,A1,9,Reuben,10/19/25,17:36,1,Foraging,
B,Sciurus carolinensis,C3_IMG_0008,C3,2,Kairi,10/10/25,7:44,1,Walking,
B,Odocoileus virginianus,C3_IMG_0013,C3,4,Kairi,10/12/25,13:51,3,Resting,
B,Sciurus carolinensis,C3_IMG_0014,C3,6,Kairi,10/14/25,7:49,3,Running,
B,Odocoileus virginianus,C3_IMG_0015,C3,6,Kairi,10/14/25,11:12,1,Walking,
B,Sciurus carolinensis,C3_IMG_0016,C3,6,Kairi,10/14/25,17:23,1,Running,
B,Odocoileus virginianus,C3_IMG_0017,C3,6,Kairi,10/14/25,18:03,1,Vigilant,
B,Procyon lotor,C3_IMG_0018,C3,8,Kairi,10/16/25,4:13,1,N/A,
B,Sciurus carolinensis,C3_IMG_0019,C3,8,Kairi,10/16/25,18:01,1,Foraging,
B,Sciurus carolinensis,C3_IMG_0020,C3,8,Kairi,10/16/25,18:05,2,Running,
B,Sciurus carolinensis,C3_IMG_0021,C3,9,Kairi,10/17/25,7:09,1,Resting,
B,Sciurus carolinensis,C3_IMG_0022,C3,9,Kairi,10/17/25,7:12,2,Walking,
B,Sciurus carolinensis,C3_IMG_0023,C3,10,Kairi,10/18/25,17:02,1,Walking,
B,Odocoileus virginianus,C3_IMG_0024,C3,11,Kairi,10/19/25,7:02,3,Walking,
B,Odocoileus virginianus,C3_IMG_0025,C3,11,Kairi,10/19/25,7:19,1,Resting,
B,Odocoileus virginianus,B4_IMG_0007,B4,1,Laura ,10/10/25,10:49,1,Vigilant,
B,Odocoileus virginianus,B4_IMG_0009,B4,2,Laura ,10/11/25,12:12,4,Foraging,
B,Odocoileus virginianus,B4_IMG_0010,B4,2,Laura ,10/11/25,17:34,1,Foraging,pooped a little
B,Odocoileus virginianus,B4_IMG_0011,B4,3,Laura ,10/12/25,7:30,1,N/A,
B,Odocoileus virginianus,B4_IMG_0012,B4,3,Laura ,10/12/25,12:25,1,Grooming,
B,Odocoileus virginianus,B4_IMG_0013,B4,3,Laura ,10/12/25,12:41,5,Walking,one of them pooped
B,Odocoileus virginianus,B4_IMG_0015,B4,4,Laura ,10/13/25,14:31,4,Walking,
B,Odocoileus virginianus,B4_IMG_0016,B4,5,Laura ,10/14/25,7:13,1,Walking,
B,Odocoileus virginianus,B4_IMG_0017,B4,5,Laura ,10/14/25,7:16,2,Vigilant,
B,Odocoileus virginianus,B4_IMG_0019,B4,6,Laura ,10/15/25,12:54,2,Walking,
B,Turdus migratorius,B4_IMG_0022,B4,10,Laura ,10/19/25,13:46,2,N/A,Flying
A,Odocoileus virginianus,D6_IMG_0003,D6,0,Brianna,10/09/25,14:33,2,Walking,
A,Odocoileus virginianus,D6_IMG_0004,D6,4,Brianna,10/13/25,11:49,1,Walking,
B,Odocoileus virginianus,A4_IMG_0006,A4,2,Brianna,10/11/25,12:07,1,Foraging,
B,Odocoileus virginianus,A4_IMG_0007,A4,2,Brianna,10/11/25,13:56,1,Foraging,
B,Odocoileus virginianus,A4_IMG_0008,A4,2,Brianna,10/11/25,15:15,1,Foraging,
B,Odocoileus virginianus,A4_IMG_0009,A4,6,Brianna,10/15/25,7:15,1,Vigilant,
B,Odocoileus virginianus,A4_IMG_0010,A4,7,Brianna,10/16/25,17:48,1,Vigilant,
B,Sciurus carolinensis,A4_IMG_0011,A4,9,Brianna,10/18/25,8:12,1,Vigilant,
